Genus,Species,Tissue,LATITUDE,LONGITUDE,DATE,SAMPLE_TYP,NUMBER_IN_,MEAN_LENGT,TOTAL_LENG,MEAN_WEIGH,TOTAL_WEIG,MERCURY_BA,HG_CONCENT,FILLET_CON,DRY_WET_CO,WET_FILLET
Stizostedion,vitreum,"Fillet, skin on",45.89831,-88.30647,1990-04-25,Specimen,1,,398.78,520,520,Wet,0.21,,,0.21
Stizostedion,vitreum,"Fillet, skin on",45.89831,-88.30647,1990-04-25,Specimen,1,,406.4,640,640,Wet,0.33,,,0.33
Stizostedion,vitreum,"Fillet, skin on",45.89831,-88.30647,1990-04-25,Specimen,1,,419.1,670,670,Wet,0.25,,,0.25
Stizostedion,vitreum,"Fillet, skin on",45.89831,-88.30647,1990-04-25,Specimen,1,,419.1,680,680,Wet,0.74,,,0.74
Stizostedion,vitreum,"Fillet, skin on",45.89831,-88.30647,1990-04-25,Specimen,1,,457.2,760,760,Wet,0.47,,,0.47
Stizostedion,vitreum,"Fillet, skin on",45.89831,-88.30647,1990-04-26,Specimen,1,,474.98,1050,1050,Wet,0.31,,,0.31
Stizostedion,vitreum,"Fillet, skin on",45.89831,-88.30647,1990-04-25,Specimen,1,,490.22,1370,1370,Wet,0.23,,,0.23
Stizostedion,vitreum,"Fillet, skin on",45.89831,-88.30647,1990-04-26,Specimen,1,,607.06,1970,1970,Wet,0.48,,,0.48
Stizostedion,vitreum,"Fillet, skin on",43.06822,-88.311,1993-10-25,Specimen,1,,327.66,300,300,Wet,0.24,,,0.24
Stizostedion,vitreum,"Fillet, skin on",43.06822,-88.311,1991-10-29,Specimen,1,,342.9,380,380,Wet,1,,,1
Stizostedion,vitreum,"Fillet, skin on",43.06822,-88.311,1993-10-25,Specimen,1,,398.78,610,610,Wet,0.26,,,0.26
Stizostedion,vitreum,"Fillet, skin on",43.06822,-88.311,1993-10-25,Specimen,1,,408.94,690,690,Wet,0.17,,,0.17
Stizostedion,vitreum,"Fillet, skin on",43.06822,-88.311,1991-10-29,Specimen,1,,527.05,1590,1590,Wet,0.32,,,0.32
Stizostedion,vitreum,"Fillet, skin on",43.06822,-88.311,1991-10-29,Specimen,1,,584.2,2130,2130,Wet,0.81,,,0.81
Micropterus,punctulatus,Unknown,33.5601,-88.31542,1995-01-01,Composite,2,,,1637,,Wet,0.96,,,0.96
Amia,calva,Unknown,33.5601,-88.31542,1995-01-01,Composite,2,,,3115,,Wet,0.81,,,0.81
Micropterus,0,Unknown,33.5601,-88.31542,1995-01-01,Composite,3,,,489,,Wet,1.54,,,1.54
Stizostedion,vitreum,"Fillet, skin unknown",41.3825,-88.32417,1991-09-13,Composite,4,596.9,,1936.83955,,Wet,0.19,,,0.19
Ictalurus,natalis,"Fillet, skin off",30.71583,-88.33111,1995-10-25,Composite,5,278,,392,,Wet,0.44,,,0.44
Micropterus,salmoides,"Fillet, skin off",30.71583,-88.33111,1995-10-25,Composite,6,391,,1053.3,,Wet,0.72,,,0.72
Pylodictis,olivaris,Unknown,33.32199,-88.33561,1994-01-01,Specimen,1,,,,8620,Wet,0.26,,,0.26
Pylodictis,olivaris,Unknown,33.32199,-88.33561,1994-01-01,Composite,2,,,4875,,Wet,0.19,,,0.19
Ictalurus,punctatus,Unknown,33.32199,-88.33561,1994-01-01,Composite,3,,,1308,,Wet,0.14,,,0.14
Micropterus,salmoides,Unknown,33.32199,-88.33561,1994-01-01,Composite,5,,,741,,Wet,0.17,,,0.17
Micropterus,punctulatus,Unknown,33.70249,-88.34754,1994-01-01,Specimen,1,,,,1581,Wet,0.68,,,0.68
Micropterus,punctulatus,Unknown,33.70249,-88.34754,1994-01-01,Composite,4,,,342,,Wet,0.54,,,0.54
Ictalurus,punctatus,Unknown,33.70249,-88.34754,1994-01-01,Composite,4,,,672,,Wet,0.53,,,0.53
Micropterus,salmoides,"Fillet, skin off",31.62,-88.34847,1991-11-06,Composite,6,314,,435.5,,Wet,0.5,,,0.5
Ictalurus,punctatus,"Fillet, skin off",31.62,-88.34847,1991-11-06,Composite,6,463,,1076.3,,Wet,0.5,,,0.5
Micropterus,dolomieui,"Fillet, skin unknown",41.68556,-88.35584,1990-07-02,Composite,5,,,607.81382,,Wet,0.2,,,0.2
Pomoxis,annularis,"Fillet, skin unknown",37.88889,-88.38417,1991-07-17,Composite,5,236.982,,176.90104,,Wet,0.07,,,0.07
Micropterus,salmoides,"Fillet, skin on",43.07622,-88.38831,1993-10-25,Specimen,1,,284.48,,240,Wet,0.13,,,0.13
Stizostedion,vitreum,"Fillet, skin on",43.07622,-88.38831,1993-10-25,Specimen,1,,317.5,,300,Wet,0.12,,,0.12
Micropterus,salmoides,"Fillet, skin on",43.07622,-88.38831,1993-10-25,Specimen,1,,289.56,,350,Wet,0.21,,,0.21
Micropterus,salmoides,"Fillet, skin on",43.07622,-88.38831,1993-10-25,Specimen,1,,304.8,,380,Wet,0.26,,,0.26
Stizostedion,vitreum,"Fillet, skin on",43.07622,-88.38831,1991-10-29,Specimen,1,,375.92,450,450,Wet,0.13,,,0.13
Stizostedion,vitreum,"Fillet, skin on",43.07622,-88.38831,1991-10-29,Specimen,1,,368.3,480,480,Wet,0.13,,,0.13
Stizostedion,vitreum,"Fillet, skin on",43.07622,-88.38831,1991-10-29,Specimen,1,,386.08,550,550,Wet,0.11,,,0.11
Stizostedion,vitreum,"Fillet, skin on",43.07622,-88.38831,1993-10-25,Specimen,1,,401.32,570,570,Wet,0.18,,,0.18
